PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,fluc-Phenotype,fluc-Potency,fluc-Efficacy,fluc-Analysis Comment,fluc-Activity_Score,fluc-Curve_Description,fluc-Fit_LogAC50,fluc-Fit_HillSlope,fluc-Fit_R2,fluc-Fit_InfiniteActivity,fluc-Fit_ZeroActivity,fluc-Fit_CurveClass,fluc-Excluded_Points,fluc-Max_Response,fluc-Activity at 0.0009730000 uM,fluc-Activity at 0.00292 uM,fluc-Activity at 0.00876 uM,fluc-Activity at 0.026 uM,fluc-Activity at 0.079 uM,fluc-Activity at 0.237 uM,fluc-Activity at 0.710 uM,fluc-Activity at 2.130 uM,fluc-Activity at 6.390 uM,fluc-Activity at 19.20 uM,fluc-Activity at 57.50 uM,nluc-Phenotype,nluc-Potency,nluc-Efficacy,nluc-Analysis Comment,nluc-Activity_Score,nluc-Curve_Description,nluc-Fit_LogAC50,nluc-Fit_HillSlope,nluc-Fit_R2,nluc-Fit_InfiniteActivity,nluc-Fit_ZeroActivity,nluc-Fit_CurveClass,nluc-Excluded_Points,nluc-Max_Response,nluc-Activity at 0.0009730000 uM,nluc-Activity at 0.00292 uM,nluc-Activity at 0.00876 uM,nluc-Activity at 0.026 uM,nluc-Activity at 0.079 uM,nluc-Activity at 0.237 uM,nluc-Activity at 0.710 uM,nluc-Activity at 2.130 uM,nluc-Activity at 6.390 uM,nluc-Activity at 19.20 uM,nluc-Activity at 57.50 uM
616,24401595,16023203,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00126212-01/229331217,,Inactive,,,0,Inhibitor,34.3349,47.2002,,10,Single point of activity,-4.4643,4.095,0.5258,-51.7654,-4.5652,-3,0 0 0 0 0 0 0 0 0 0 0,-46.8335,10.4733,-14.5502,-28.4494,1.6593,-15.8893,0,-0.1847,13.8189,-7.8907,-8.3928,-46.8335,Inactive,,0,,0,,,,,0,0,4,,-49.7595,6.2554,-45.4624,-51.5723,-24.6022,-5.2587,-10.7122,-22.192,0,-12.1984,-5.7664,-49.7595
617,24401921,16023522,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00126538-01/229331558,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-27.8855,0,0,-31.2696,-21.6142,9.4303,-18.4485,13.3513,-21.2469,-18.9817,-18.7006,-27.8855,Inhibitor,1.9308,74.3156,,10,Partial curve; partial efficacy; poor fit,-5.7143,0.3,0.6132,-43.7513,30.5643,-2.4,0 0 0 0 0 0 1 0 0 0 0,-30.2713,19.7968,43.9859,4.9803,-7.3981,25.7121,0,34.8311,-3.9153,2.2001,-28.2475,-30.2713
618,24401986,16023587,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00126603-01/229331495,,Inactive,,,0,Inactive,10.8576,25.7475,,0,,-4.9643,4.9549,0.4143,-29.8463,-4.0987,4,0 0 0 0 0 0 0 0 0 0 0,-26.1065,1.8918,-12.208,-18.2643,0,-22.4158,0,-6.0585,23.1988,-3.2824,-32.7886,-26.1065,Inhibitor,24.3072,73.1282,,10,Partial curve; partial efficacy; poor fit,-4.6143,2.0479,0.8923,-78.7093,-5.5811,-2.4,0 1 0 0 0 0 0 0 0 0 0,-69.0433,-5.8701,-48.4361,-8.1991,-4.5744,-13.5719,-3.7432,-10.4882,11.7678,-16.9829,-32.6359,-69.0433
619,24402224,16023824,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00126841-01/229331646,,Inactive,,,0,Inactive,0.1721,21.4118,,0,,-6.7643,4.9549,0.5274,0.2098,-21.202,4,0 0 0 0 0 0 0 0 0 0 1,-32.1993,-7.3767,-31.2221,-26.6134,-6.903,-33.9314,-0.3977,8.9705,-11.135,4.5083,-4.0124,-32.1993,Inactive,,0,,0,,,,,0,0,4,,3.1696,10.8152,-52.7019,-14.1951,19.971,-19.5657,0.4249,0,0,0,13.3854,3.1696
620,24402760,16024343,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00127377-01/229331522,,Inactive,,,0,Inactive,0.0039,27.04,,0,,-8.4143,3.0654,0.4478,-1.3554,25.6846,4,0 0 1 0 0 0 0 0 0 0 0,-16.1122,25.257,17.4671,-31.5777,-7.7119,-2.9304,-4.6518,0,21.3195,11.4958,-10.2163,-16.1122,Inactive,27.2732,32.8457,,0,,-4.5643,4.095,0.4423,-15.0412,17.8044,4,1 0 0 0 0 0 0 0 0 0 0,-13.4329,45.173,0,25.0523,16.4572,22.3009,35.7848,0,16.2662,25.0141,11.4913,-13.4329
621,24402825,16024407,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00127442-01/229331396,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-22.669,8.5435,25.2623,10.2196,-14.3325,0,6.3509,-1.5571,38.7106,40.5946,2.9942,-22.669,Inactive,,0,,0,,,,,0,0,4,,-17.0507,0,28.7635,-2.9984,-23.9906,17.7316,5.2773,-21.5909,0,55.6435,3.0687,-17.0507
622,24403364,16024940,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00127981-01/229331359,,Inactive,,,0,Inactive,0.1218,15.7533,,0,,-6.9143,3.2975,0.3911,12.2633,-3.49,4,0 0 1 0 0 0 0 0 0 0 1,-25.7146,0,-10.5729,36.6053,0,0,9.4414,30.7436,-3.3657,17.4665,4.7975,-25.7146,Inhibitor,43.225,69.4221,,10,Single point of activity,-4.3643,4.9549,0.5658,-54.6942,14.7279,-3,0 0 0 0 0 0 1 0 0 0 0,-41.4488,17.5613,-10.0807,43.1085,10.8992,0,28.7068,49.8033,0,20.5631,20.5831,-41.4488
623,24403437,16025012,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00128054-01/229331403,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-18.2927,-19.3048,-17.9688,0.9673,5.2269,-11.5325,-16.8381,-15.3393,0,8.7214,-29.1672,-18.2927,Inactive,0.0048,30.7399,,0,,-8.3143,4.9549,0.4029,3.2877,-27.4522,4,0 0 0 0 0 0 0 0 0 0 1,-21.1547,-17.8022,-36.9178,17.3281,2.1443,14.594,13.4676,1.0065,0,9.4307,-32.8404,-21.1547
624,24403916,16025479,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00128533-01/229331286,,Inactive,,,0,Inhibitor,,0,,10,Single point of activity,,,,0,0,-3,,-44.0343,-10.6372,-24.2008,-15.1639,7.4349,-28.0606,35.9033,-12.561,27.2478,0.4964,-16.8751,-44.0343,Inactive,,0,,0,,,,,0,0,4,,-33.8612,-3.8186,-50.3726,-11.6439,-7.7998,-20.3139,28.0324,-4.5737,22.6243,0,-12.0778,-33.8612
625,24404200,16025759,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00128817-01/229331190,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,5.521,0.0114,14.7826,-6.1274,12.9952,8.3558,-13.8653,16.9035,-3.5985,27.2612,8.7205,5.521,Activator,4.3225,40.6534,,0,Complete curve; partial efficacy; poor fit,-5.3643,0.8,0.4307,44.6534,4,1.4,0 0 0 0 1 0 0 0 0 0 1,-7.6101,8.7861,26.387,0,0,44.7143,9.3829,19.8652,4.0203,35.4446,34.55,-7.6101
626,24404343,16025893,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00128960-01/229331335,,Inactive,,,0,Inactive,0.485,33.5062,,0,,-6.3143,2.5334,0.9292,-29.0062,4.5,4,0 0 0 0 0 0 0 1 0 0 1,0.1685,0,8.4476,7.5769,4.7125,0,0.5092,-20.0459,12.5551,-22.889,-35.1958,0.1685,Inhibitor,13.669,80.3458,,10,Partial curve; partial efficacy; poor fit,-4.8643,0.9,0.6606,-87.5932,-7.2475,-2.4,0 0 0 0 0 0 0 0 0 0 1,-39.9212,6.1161,-17.8707,1.277,-14.3067,-6.7786,-20.5644,-25.4475,0,-27.0876,-66.3585,-39.9212
627,24404620,16026169,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00129237-01/229331326,,Inactive,,,0,Inhibitor,48.4993,48.9433,,10,Single point of activity,-4.3143,4.9549,0.5856,-48.0468,0.8965,-3,0 0 0 0 0 0 0 0 0 0 0,-35.7861,-7.4042,0,0,-5.8687,0,7.6868,15.2485,-16.7732,2.0948,13.0688,-35.7861,Inactive,48.4993,29.5108,,0,,-4.3143,4.9549,0.4214,-26.0108,3.5,4,0 0 0 0 0 0 0 0 0 0 0,-18.3423,0.2418,5.3746,0,-4.3255,0,5.8483,13.7937,-3.8449,-2.7514,19.6413,-18.3423
628,24404627,16026176,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00129244-01/229331383,,Inactive,,,0,Inactive,0.8625,19.7256,,0,,-6.0643,4.9549,0.5753,-7.2256,12.5,4,0 0 0 0 0 0 0 0 0 0 0,-5.3713,8.7581,20.7403,0,29.4868,0,16.2781,7.4405,-9.3546,-8.8312,-6.071,-5.3713,Inactive,0.6106,41.3432,,0,,-6.2143,4.9549,0.5674,-13.991,27.3522,4,1 0 0 0 0 0 0 0 0 0 0,-7.6273,50.137,37.0143,-1.7837,53.0488,2.1988,46.783,-2.7903,-19.9854,-24.3599,-2.6379,-7.6273
629,24404642,16026191,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00129259-01/229331022,,Inactive,,,0,Inactive,3.0601,23.5192,,0,,-5.5143,3.0654,0.694,-22.0192,1.5,4,1 0 0 0 0 0 0 0 0 0 0,-26.6827,26.5168,-14.9088,5.2405,0,8.0888,0,10.7654,-4.6661,-19.8552,-17.5531,-26.6827,Inactive,0.0012,37.9566,,0,,-8.9143,4.9549,0.3479,-2.0899,35.8667,4,0 0 0 0 0 0 0 0 0 0 0,-3.2995,27.7473,-23.9861,-13.1977,0,0,7.456,17.7648,3.054,7.3304,-18.1982,-3.2995
630,24404900,16026448,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00129517-01/229331100,,Inactive,,,0,Inactive,43.225,37.2782,,0,,-4.3643,4.9549,0.5615,-35.9575,1.3207,4,0 0 0 0 0 0 0 0 0 0 0,-28.8324,-8.2174,14.7544,0.2568,-7.146,12.4058,8.2726,-3.2632,-7.4467,-1.1877,5.7497,-28.8324,Inactive,,0,,0,,,,,0,0,4,,9.0028,0,16.4994,62.3952,-12.5989,2.6914,17.2638,0,8.7171,0,27.3151,9.0028
631,24405716,16027231,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00130333-01/229331656,,Inactive,,,0,Inactive,0.0122,37.8659,,0,,-7.9143,3.99,0.6659,6,-31.8659,4,0 0 0 0 0 0 0 0 0 0 1,-24.4069,-24.3924,-39.2219,-23.4331,4.5657,18.6856,-0.854,9.1006,25.4476,-0.2282,-17.2654,-24.4069,Inhibitor,17.2082,51.1899,,10,Partial curve; partial efficacy; poor fit,-4.7643,1.4781,0.4606,-42.6899,8.5,-2.4,1 0 0 0 0 0 0 0 0 0 0,-36.4111,-19.9469,-23.5577,12.2118,8.9323,33.5221,7.5454,-2.5659,28.0315,-12.556,-14.842,-36.4111
632,24405888,16027403,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00130505-01/229331274,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-20.5212,16.7286,0,10.076,-6.8571,0,0,-26.4084,2.2931,6.6118,5.9373,-20.5212,Inactive,0.306,9.6995,,0,,-6.5143,3.9295,0.358,7.5,-2.1995,4,0 0 0 0 0 0 1 0 0 0 1,-11.704,0,0,3.7901,-15.1663,0,0,-33.8355,16.5335,1.707,4.906,-11.704
633,24405917,16027432,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00130534-01/229331128,,Inactive,,,0,Activator,15.3368,33.2277,,0,Partial curve; partial efficacy; poor fit,-4.8143,2.5334,0.5334,32.4141,-0.8136,2.4,0 0 0 0 0 0 0 0 0 0 0,31.742,0.8709,18.2437,0,-21.0862,3.0963,-9.6855,9.754,-9.907,3.3146,19.8836,31.742,Inactive,,0,,0,,,,,0,0,4,,3.7271,7.3568,-10.4588,4.0905,-40.0569,-4.6233,-6.8878,-0.5231,-23.6263,-18.2824,8.8447,3.7271
634,24406003,16027518,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00130620-01/229331492,,Inactive,,,0,Activator,0.7687,29.9463,,0,Complete curve; partial efficacy; poor fit,-6.1143,3.132,0.8869,33.4402,3.4939,1.4,0 0 0 0 0 0 0 0 1 0 0,30.3933,0,1.2982,5.4717,13.4733,2.2892,0,16.5151,40.0609,79.3677,29.8577,30.3933,Inactive,,0,,0,,,,,0,0,4,,0,17.8436,19.4366,1.6148,-0.8929,31.3085,-2.3508,15.8635,23.5832,15.9875,-6.6345,0
635,24406057,16027572,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00130674-01/229331146,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-19.7843,9.1606,13.2012,-5.827,-28.0605,-21.1882,-18.4354,5.8228,13.3884,4.2285,-8.3593,-19.7843,Inhibitor,24.3072,66.6807,,10,Partial curve; partial efficacy; poor fit,-4.6143,1.8265,0.6693,-60.1807,6.5,-2.4,0 0 0 1 0 0 0 0 0 0 0,-53.5612,9.4146,28.2952,-16.8606,-31.1297,24.4824,0,1.8337,0,-6.8029,-12.7947,-53.5612
636,24406083,16027598,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00130700-01/229331232,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-10.9574,7.1078,13.9217,2.922,0,-23.1492,0.8573,14.3723,11.2658,14.886,-13.5562,-10.9574,Inhibitor,19.3079,64.9193,,10,Partial curve; partial efficacy; poor fit,-4.7143,2.5334,0.6865,-47.3854,17.5339,-2.4,0 0 0 0 0 0 0 0 0 0 0,-42.8212,3.6008,1.093,47.5181,24.4344,14.9751,2.4762,29.2964,16.4927,13.8944,-16.0707,-42.8212
637,24406515,16028028,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00131132-01/229331016,,Inactive,,,0,Inhibitor,,0,,10,Single point of activity,,,,0,0,-3,,-33.3232,0.7292,-25.2776,0,19.3556,-5.1246,-6.6319,-25.6626,4.905,12.0485,13.1057,-33.3232,Inactive,7.6866,31.5657,,0,,-5.1143,1.7137,0.3651,33.8807,2.315,4,0 1 0 0 0 0 0 0 0 0 1,-14.5286,-3.522,-55.2764,0,25.3547,-17.3636,12.9057,-4.8841,8.8636,14.2647,28.7832,-14.5286
638,24406723,16028218,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00131340-01/229331392,,Inactive,,,0,Inhibitor,21.6638,67.5277,,10,Partial curve; partial efficacy; poor fit,-4.6643,1.2221,0.6752,-53.2434,14.2842,-2.4,0 0 0 0 0 0 0 0 0 0 0,-41.3344,30.3574,20.2885,15.7524,-6.955,31.5079,0.2816,16.572,-4.0184,7.1906,-15.0567,-41.3344,Inactive,0.0077,47.9194,,0,,-8.1143,4.9549,0.5522,-12.7207,35.1987,4,0 0 0 0 1 0 0 0 0 0 0,-52.2609,19.9209,49.7642,3.5701,-19.1259,33.4161,-8.7795,9.8916,-7.5147,2.0346,-11.5339,-52.2609
639,24406803,7216466,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00131420-01/229331496,,Inactive,,,0,Inactive,9.6769,31.2133,,0,,-5.0143,4.9549,0.3565,-28.5195,2.6938,4,0 0 0 0 0 0 0 0 0 0 1,2.5045,-16.3524,9.7077,-6.2997,28.7007,-7.7449,-1.257,0,15.4511,-1.1429,-27.4226,2.5045,Inactive,8.6245,23.8763,,0,,-5.0643,4.9549,0.3728,-21.7258,2.1505,4,0 0 0 1 0 0 0 0 0 0 0,-16.971,-24.9521,0.7228,0,73.4099,7.7115,3.9924,0,27.3281,-2.2854,-26.1671,-16.971
640,24406867,16028335,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00131484-01/229331292,,Inactive,,,0,Inactive,34.3349,21.6381,,0,,-4.4643,1.21,0.4028,22,0.3619,4,0 0 1 0 0 0 0 0 0 0 0,17.0847,9.3644,-9.2818,32.349,-1.6927,2.471,-3.9981,1.4475,11.3341,-2.7784,6.7858,17.0847,Inactive,,0,,0,,,,,0,0,4,,8.4019,0,-15.0625,7.4859,-17.8648,23.9468,-8.4969,-7.6403,0,-23.4554,-4.3162,8.4019
641,24407118,16028554,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00131735-01/229331264,,Inactive,,,0,Inactive,12.1825,20.6278,,0,,-4.9143,4.9549,0.5496,-13.1278,7.5,4,0 0 0 0 0 0 0 0 0 0 0,-9.3812,0,20.9755,0.5887,12.0531,1.2605,-0.7636,8.4857,12.3221,13.0337,-15.1065,-9.3812,Inactive,13.669,39.5045,,0,,-4.8643,4.9549,0.7335,-29.0289,10.4756,4,0 0 0 0 0 0 0 0 0 0 0,-27.5343,0,22.2218,0,1.1399,1.9531,13.8208,21.8273,21.3275,12.9133,-24.2986,-27.5343
642,24407139,16028575,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00131756-01/229331475,,Inactive,,,0,Inhibitor,5.4417,42.1725,,10,Partial curve; partial efficacy; poor fit,-5.2643,0.6,0.5516,-36.1725,6,-2.4,0 0 0 0 0 0 0 0 0 0 0,-30.1821,-6.2759,8.7259,-1.8137,29.358,0,0,-16.2303,2.4966,-23.3545,-17.1305,-30.1821,Inactive,,0,,0,,,,,0,0,4,,13.668,6.8037,12.208,-42.9799,66.1541,15.2501,0,8.4848,13.1408,-20.1074,36.5752,13.668
643,24407171,1194680,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00131788-01/229331111,,Inactive,,,0,Inhibitor,24.3072,56.4058,,20,Partial curve; partial efficacy,-4.6143,2.7202,0.7833,-50.4058,6,-2.2,0 0 0 0 0 0 0 0 0 0 0,-48.5964,4.042,0,0,30.5025,1.6875,9.3187,1.61,0,5.433,-11.9212,-48.5964,Inactive,21.6638,34.9242,,0,,-4.6643,3.99,0.6538,-25.6788,9.2454,4,0 0 0 1 0 0 0 0 0 0 0,-27.9557,8.0423,0,-1.0455,49.3292,7.7763,0,11.7736,24.4983,20.7079,-3.4238,-27.9557
644,24407537,7522100,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00132154-01/229331268,,Inactive,,,0,Inactive,19.3079,29.5332,,0,,-4.7143,2.3332,0.3873,31.2215,1.6883,4,0 0 0 0 0 0 0 0 0 0 0,28.6189,0,0,4.9372,22.264,-5.4963,6.882,-22.8241,12.1662,0,17.8337,28.6189,Inactive,,0,,0,,,,,0,0,4,,-5.6993,-24.1177,-13.1088,0.5897,-7.2963,-18.8309,-26.5063,-20.6427,14.2842,-15.1616,-10.5931,-5.6993
645,24407904,16029199,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00132521-01/229331591,,Inactive,,,0,Inactive,13.669,32.8979,,0,,-4.8643,4.095,0.7188,-33.3979,-0.5,4,0 0 0 0 0 0 0 0 0 0 1,-13.0264,0.0704,-0.5518,1.5789,0.3824,0,0,8.5886,-13.1356,-1.5668,-26.9983,-13.0264,Inactive,,0,,0,,,,,0,0,4,,-10.3092,-1.2591,-22.0164,-27.9127,35.3665,0,5.2985,-3.1325,-9.9289,20.9705,-22.3277,-10.3092
646,24407924,16029218,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00132541-01/229331261,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-16.4216,-5.9089,0,0,0,-2.8914,15.085,-23.5813,0,31.3009,0.9987,-16.4216,Inactive,19.3079,25.7575,,0,,-4.7143,4.9549,0.3489,-22.7603,2.9972,4,0 0 0 0 0 0 0 0 0 0 0,-21.8859,8.1553,1.7031,4.6767,0,3.4355,2.8935,-21.0083,0,28.1696,-11.039,-21.8859
647,24408263,16029547,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00132880-01/229331444,,Inactive,,,0,Inhibitor,7.6866,37.7599,,21,Complete curve; partial efficacy,-5.1143,3.132,0.8094,-36.3914,1.3685,-1.2,0 0 0 0 0 0 0 0 0 0 0,-36.7952,-6.6303,-9.0282,-1.2201,15.8339,0,-2.6516,11.0463,4.7454,-13.3969,-33.5412,-36.7952,Inactive,24.3072,38.1304,,0,,-4.6143,1.3723,0.4242,-33.1304,5,4,1 0 0 0 0 0 0 0 0 0 0,-27.6087,44.6244,-8.4352,-3.2242,11.9543,1.6914,0,29.5625,8.8259,-13.1938,-2.7936,-27.6087
648,24408436,16029716,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00133053-01/229331210,,Inactive,,,0,Inactive,6.1057,26.031,,0,,-5.2143,4.9549,0.5012,-15.8252,10.2058,4,0 0 1 0 0 0 0 0 0 0 0,-8.9475,4.9952,2.26,-55.8766,5.2145,21.4247,24.3606,-9.754,22.5523,-3.2831,-22.6973,-8.9475,Inhibitor,7.6866,44.5281,,10,Partial curve; partial efficacy; poor fit,-5.1143,3.5117,0.926,-42.6526,1.8755,-2.4,0 0 1 0 0 0 0 0 0 0 1,-18.6499,-5.7639,0,-69.9424,7.591,0,2.3567,1.1029,8.0606,-14.4538,-44.4298,-18.6499
649,24408529,16029809,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00133146-01/229331449,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-11.8753,7.3112,-13.7293,-17.4938,1.2809,-16.1246,-20.153,-2.8161,-5.8439,-38.758,-13.0017,-11.8753,Inactive,,0,,0,,,,,0,0,4,,-22.7531,18.6042,-6.5764,-6.2249,-4.0673,-9.5528,-33.5875,8.3179,26.7018,-24.0883,-0.4229,-22.7531
650,24409049,16030300,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00133666-01/229331275,,Inactive,,,0,Inactive,17.2082,31.9046,,0,,-4.7643,1.9887,0.5904,-25.1208,6.7837,4,0 0 0 0 0 0 0 0 0 0 0,-22.6007,7.4776,7.3887,0,4.4215,-9.0483,23.0742,7.2225,14.8219,0.646,-10.075,-22.6007,Inactive,6.8507,19.9395,,0,,-5.1643,4.4495,0.482,-22.4395,-2.5,4,0 0 0 0 0 0 0 0 0 0 0,-25.3663,0,-16.4666,0,-14.9403,-7.3397,11.0997,2.0926,7.2185,-12.3517,-18.8849,-25.3663
651,24410337,16031380,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00134954-01/229331336,,Inactive,,,0,Inactive,15.3368,32.4204,,0,,-4.8143,4.9549,0.5647,-28.4204,4,4,0 0 0 0 0 0 0 0 0 0 1,4.1826,-0.9947,0,16.6844,-6.9289,9.4389,3.0544,-0.3093,5.4956,9.5762,-20.3503,4.1826,Inactive,0.3433,13.2335,,0,,-6.4643,4.9549,0.5875,-14.7335,-1.5,4,0 0 1 0 0 0 0 0 0 0 0,-14.661,-7.0916,0,48.9338,-1.4484,0,0,-27.6946,-11.5889,-7.9272,-12.0119,-14.661
652,24410389,16031430,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00135006-01/229331214,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,13.2617,1.92,-13.4256,20.3588,30.4756,-4.8409,-20.4859,9.3041,-16.1863,14.8196,-7.6246,13.2617,Inactive,27.2732,22.7749,,0,,-4.5643,4.5045,0.5011,-17.7749,5,4,0 0 0 0 0 0 0 1 0 0 0,-16.8958,-4.4656,4.4747,19.5944,10.5962,0,-2.2995,7.3971,-33.9365,3.3999,1.0119,-16.8958
653,24410617,16031651,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00135234-01/229331508,,Inactive,,,0,Inactive,4.8499,22.3782,,0,,-5.3143,4.9549,0.4223,-16.1037,6.2745,4,0 0 0 0 0 0 0 0 0 0 0,-12.9438,-2.0333,-10.7939,21.9226,0,12.3565,0,0.0914,28.3194,-14.0755,-17.1698,-12.9438,Inactive,4.8499,39.5497,,0,,-5.3143,0.8,0.4729,-26.8043,12.7455,4,0 0 0 0 0 0 0 1 0 0 0,-23.799,0,-2.2349,43.6556,0,28.9862,2.9757,3.6176,56.988,-9.3212,-14.3885,-23.799
654,24410739,16031771,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00135356-01/229331519,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-38.3501,0,-17.2005,-13.7956,-14.9937,-40.5435,-10.5018,30.0094,7.6561,0.8625,-24.0382,-38.3501,Inhibitor,21.6638,67.8878,,10,Partial curve; partial efficacy; poor fit,-4.6643,1.9282,0.8084,-69.0661,-1.1783,-2.4,0 0 0 0 0 0 0 1 0 0 0,-60.5843,0,6.3206,2.5465,-0.7152,-25.5823,-1.4333,11.1991,33.6628,-9.3034,-29.9969,-60.5843
655,24410875,16031834,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00135492-01/229331061,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-19.7125,-10.546,2.8204,-6.3258,-11.5489,-27.5547,-23.1962,-4.6261,-14.1845,-2.5711,-8.072,-19.7125,Activator,38.5244,43.3275,,0,Single point of activity,-4.4143,4.095,0.9267,40.8042,-2.5233,3,0 1 0 0 0 0 0 0 0 0 0,33.8709,-9.0094,40.7032,-6.2005,-4.1042,-2.8297,0,1.5353,0,0,0,33.8709
